title,text,url
Why gratitude is good for us – and five ways to practise it this winter - Positive News,"['For many, this coming winter is tinged with sadness or anxiety. Science shows that, while it’s no fix-all, nurturing gratitude can help by shifting our attention to what’s positive', 'For many, this coming winter is tinged with sadness or anxiety. Science shows that, while it’s no fix-all, nurturing gratitude can help by shifting our attention to what’s positive', 'For some it’s instinct, for others a habit, but giving thanks is good for our bodies, minds and our relationships.', None, 'Physically, these people had stronger immune systems, were less bothered by aches and pains and enjoyed better sleep. At the same time, psychological benefits included feeling more joy and pleasure, experiencing more optimism and being happier. On the social side, they were more helpful, generous and compassionate, and they even reported feeling less lonely and isolated.', None, 'Why is it so powerful? Gratitude allows us to celebrate the present; it diverts our attention from toxic, negative emotions, such as envy, resentment and debilitating regret; and science shows that grateful people have a greater sense of self-worth. Research even suggests that grateful people are better positioned to recover from serious trauma, adversity and suffering.', 'If the prospect of the colder, darker (in the UK at least) months ahead feels particularly daunting this year, here are five suggestions to help nurture gratitude for yourself and others this winter.', None, 'The theory here is that no matter how difficult life can sometimes feel, there’s always something to be thankful for. Simply jot these things down – experts suggest daily is best – in a notebook, on your computer or by using a gratitude app. They can range from the biggies, like a promotion at work, a relationship in your life, to the seemingly small: a kiss from a loved one, the clean water the runs from your taps, or the way the morning light hit the autumn leaves through your window. There’s a heap of evidence to suggest that journaling in this way reduces stress, promotes calm feelings and helps you focus in on what really matters to you.', 'Image: Marco Paulo Prado', None, 'Practising gratitude has multiple benefits and so does walking, which boosts wellbeing, reducing stress, and helps with problem-solving to name just three. So, together they make for a powerful combination. Take 20 minutes or whatever you can spare out of your day to walk somewhere that you enjoy, with an intention to be mindful. As you go, either write down or just think over: “What am I grateful for in my life?” Some people take their gratitude walks with a partner: taking turns to share as they go.', 'Image: Freestocks', None, 'If it feels right for you, why not share examples of what you’re grateful for on social media? It could be a daily photograph of what makes your life worth living, a weekly reflection on what went right, or perhaps you could take time before 2021 rolls around to post what has kept you going during this tumultuous year. Sharing online in this way could encourage others to take up their own valuable gratitude habits – not to mention going some way to counteract the anxiety-provoking negativity that can too readily surface online today.', 'Image: Christin Hume', None, 'Nurturing gratitude doesn’t have to be a standalone project but something you aim to build into everyday life. Actively thanking the people who serve you in your community for example – shopkeepers, bus drivers, teachers or doctors – is a reminder of our interconnectedness, especially in an age of pandemic-induced social distancing. Mentally giving thanks before you go to sleep works for some people, or what about making mealtimes a time to practise gratitude?', 'Join forces with your family, flatmates or friends remotely if you live alone, to share what you’re grateful for before or after you eat. It’s easier said than done, but try to see the opportunity for growth in your mistakes, be grateful when you learn something new, and at times of difficulty, where possible, remind yourself of the people you love who helped you through.', 'Image: Stefan Vladimirov', None, 'Nurturing gratitude works because it helps to give us a positive perspective. Of course, as 2020 has underscored for so many, life is downright difficult sometimes and by no means every situation has a silver lining. But reminding ourselves that positive developments are constantly happening as well as negative ones, and that there are millions of people working in myriad ways to help and support others, we see that we have the power to change things for the better rather than succumbing to what experts call “learned helplessness”.', None, None, 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/lifestyle/body-mind/why-gratitude-is-good-for-us-and-five-ways-to-practice-it-this-winter/
10 ways to help others during the coronavirus outbreak - Positive News - Positive News,"['It’s easy to feel helpless when faced with a challenge as great as coronavirus, but small acts make a big difference. Here are 10 ways you can help others during the pandemic', 'It’s easy to feel helpless when faced with a challenge as great as coronavirus, but small acts make a big difference. Here are 10 ways you can help others during the pandemic', None, 'From dropping off crucial supplies to making time for a friendly phone call, volunteers are being mobilised via more than 900 (and counting) mutual aid groups across the UK. Since it became clear that the coronavirus outbreak was going to have a big impact, their number has rocketed.', None, 'The aim? To help the most vulnerable in society through the crisis. These include people who are self-isolating because they are elderly, those without family, people who have a disability and people with a long-term health condition. “We really just want to make sure that people don’t end up suffering alone,” says Anna Vickerstaff, one of the coordinators of the national network.', None, 'A volunteer delivers leaflets offering help as part of the Caledonian and Barnsbury Covid-19 Mutual Aid Group in London. Image: Jonathan Perugia/Gaiavisual.com', None, 'With footfall virtually disappearing overnight as the government advises the public to stay at home, some local businesses are unlikely to survive. But others will, and you can support the ones in your community that mean a lot to you. Many are offering gift vouchers, which will give them a short-term cash boost while you have the happy prospect of spending these once life returns to something approaching normal.', 'Try to think local too. Unless you’re self-isolating for 14 days and unable to leave the house, consider your local butchers, grocers or bakery while shopping for supplies – and see if you can order from them online or over the phone. While the well-padded supermarkets are likely to weather the storm, your cash-strapped independent outlets may not.', None, None, 'Local businesses are likely to experience cashflow problems during the outbreak. Could you buy from them? Image: Tim Mossholder', None, None, 'Providing a lifeline of emergency supplies, food banks are likely to become more needed than ever in the coming weeks and months. While urging the government to help get struggling families back on their feet, consider supporting your local food bank in the meantime.', None, 'The Trussell Trust is the UK’s largest network of food banks. Image: The Trussell Trust', None, 'Bored while self-isolating or just feeling the need to spread some joy? Consider writing letters to residents of care homes, who may be lacking visitors while their family and friends stay away amid the Covid-19 outbreak.', 'The manager of a nursing home in York shared a message this week inviting people to send post to stave off loneliness in the people who live there. “My residents would love to receive a letter. Remember those? Pick someone and get writing,” she wrote, before listing the names of the residents.', 'Grace Upperdine, a mum of one from Shropshire, is among those answering the call. She plans to get writing this weekend, with the help of her daughter, who turns two later this month. “Me and my little girl will have lots of fun writing letters and drawing pictures,” she told Positive News.', 'Why not contact your local care home or nursing home? Would they welcome some positive post in the coming weeks?', 'Pandemic pen pals: many parents are writing letters with their children. Image: Erica Steeves', None, 'We may be having to keep our distance from other people right now, but technology means we need not be strangers. Hundreds of people are taking part in choirs, group meditations, and even dance parties from their own homes via video conferencing software.', None, None, None, None, None, 'Growing food, and helping others do the same, is an empowering way to try to improve food security. If you’re lucky enough to have some green space – even a few pots on a balcony or windowsill – then gardening is also a means of productively passing time during self-isolation.', 'With schools closed until further notice, you could try indoor gardening to keep children entertained and teach them about food provenance. Edible plants with short growing seasons include herbs, salad greens, spring onions and radishes.', None, 'Consider sharing spare seeds or seedlings with neighbours. Image: Joshua Lanzarini', None, 'If you have teaching experience, consider offering your knowledge and skills to parents who may be turning to home schooling in the coming weeks. Thousands of teachers have already taken to social media to support parents who are newly in this situation, posting their offers of help and area of experience or specialism – for example ‘primary school teacher’ or ‘science teacher’ – using the hashtag #bettertogether.', None, 'As schools close to most children, some parents will be turning to home schooling. Image: Plush Design Studio', None, None, None, 'Donate hygiene products to help people stay protected amid the Covid-19 outbreak. Image: Heather Ford', None, 'The Coronavirus has plunged the world into uncertainty and constant news updates about the pandemic can feel overwhelming. It is bound to take its toll on people’s mental health, particularly those who are already living with conditions such as anxiety and OCD.', 'Check in with anybody who may be struggling, and encourage them to talk about how they’re feeling as well as to access the help and support they may need. Texts, emails, phone calls and video calls all help. It might be worth reminding them that social distancing is about physical distancing only – not social isolation.', None, 'Stay connected: a simple phone call to somebody who may be struggling with anxiety or other mental health problems could help. Image: Tim Mossholder', None, 'People who are homeless face a particular risk from Covid-19, according to experts. They have poorer health in general, including pre-existing conditions that have weakened their immune systems.', 'Jon Sparkes, chief executive of the charity\xa0Crisis,\xa0has urged the government to introduce testing and emergency housing for homeless people during the pandemic. “Let’s not forget that the average age of death of someone who is homeless is 45, substantially lower than the general population,” he said. “Given the obvious vulnerability, the only answer can be to provide housing that allows people to self-isolate.”', None, None, 'People who are homeless face a particular risk from Covid-19. Image: Tom Parsons', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/society/10-ways-to-help-others-during-the-coronavirus-outbreak/
‘A catalyst for a kinder world’: one city’s mission to spread altruism - Positive News,"['Leeds will launch its first Festival of Kindness next weekend with organisers seeking to foster greater unity after years of division', 'Leeds will launch its first Festival of Kindness next weekend with organisers seeking to foster greater unity after years of division', None, 'A series of events were planned to explore ideas of kindness and organisers noticed an appetite for such conversations. Two years later, thanks to funding from Leeds Community Foundation and the National Lottery Community Fund, what started as a grassroots initiative to boost community spirit has evolved into the inaugural Festival of Kindness.', 'Launching on 6 September, the week-long jamboree has, like everything else, been forced to go online due to the pandemic. “It means we are now global,” said Joshua Malkin, one of the co-founders, looking on the bright side.', None, 'Malkin said the diverse lineup reflects the festival’s spirit of openness. “The space that we’re in is a space of respect for everybody and trying to make sure nobody gets left behind,” he said. “We are putting a flag in the ground for people who want to see the values of kindness, compassion and wellbeing as the prosperity we should be investing in.”', 'There will be an emphasis on mental health during the festival, with NHS professionals, including co-founder Angela Green, hosting an event on 10 September, which will examine how to create safe spaces for difficult conversations. That day is also suicide prevention day.', 'We are putting a flag in the ground for people who want to see the values of kindness, compassion and wellbeing as the prosperity we should be investing in\n\t\t\t\t', 'One of the partners in the event is Leeds City Council, which last year launched the Leeds Compassionate City Awards to celebrate the positive work that individuals, communities and organisations are doing in their communities.', 'The council has also launched an inclusive growth agenda after Leeds was found to be one of the most unequal cities in the UK.', None, 'Image: Benjamin Elliott', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/society/one-citys-mission-to-spread-altruism/
"After the crisis, will we build economies that don't cost the planet? - Positive News","[""In the next in our series of positive predictions for life after the pandemic, we explore the places that are 'building back better' and ask how we can create economies that work for the planet – not against it"", ""In the next in our series of positive predictions for life after the pandemic, we explore the places that are 'building back better' and ask how we can create economies that work for the planet – not against it"", '“We have to make sure that we take decisions that will take us to the future and not into the past.” Frans Timmermans, the European Commission vice president, was clear as he unveiled the EU’s recovery package in late May.', '“For many regions and companies, including those relying on coal production and carbon intensive industrial processes, this economic crisis has raised an existential question. ‘Do we rebuild what we had before? Or do we seize the opportunity to restructure and create different and new jobs that can serve us for decades to come?’ We rebuild but in a different direction.”', 'Under the plan, billions were pledged to usher in a greener future, investing in zero-emissions transport, renewable energy and home energy efficiency. Some €40bn (£35bn) was earmarked for the “just transition” to support high-polluting businesses and their workers to shift towards a low-carbon future.', 'The package was far from perfect – critics say it doesn’t do enough to guarantee that money won’t be appropriated for ‘brown’ projects – but it demonstrated Brussels’ commitment to build back better in the wake of the coronavirus crisis.', None, 'For examples of what form this might take, look to Amsterdam, where city officials have embraced economist Kate Raworth’s ‘doughnut’ framework, laying out a plan to help its citizens live well without overstepping planetary limits or harming the prospects of people in developing countries.', None, '\n                            Amsterdam has embraced economist Kate Raworth’s ‘doughnut economics’ framework. Image: Dovile Ramoskaite\n                    ', 'The city’s Amsterdam Circular Strategy, published in April, outlines steps in three areas: food systems; buildings; and consumer products such as clothes, electronics and furniture. It includes more urban farming and more opportunities to rent or repair household items instead of buying new, for example.', 'Its pledges are ambitious: by 2023, city planners will use circular criteria for designing new buildings and public spaces, as well as in tendering contracts. By 2030, the strategy says, the city will use half the virgin raw materials it does today, and will reduce that down to zero by 2050.', None, 'According to Forum for the Future’s CEO Sally Uren, “the sheer scale and speed” of the UK government’s economic rescue during the pandemic bodes well for its support in creating a more resilient economy. She’s likewise encouraged by the insistence of the French government that it will only support Air France if the airline commits to ambitious climate targets.', 'Not all the signs are so positive. Campaign group Positive Money has pointed out that while the Bank of England’s governor Andrew Bailey is calling publicly for a green recovery, the bank’s Covid Corporate Financing Facility has so far offered more than £2.5bn in bailouts to airlines and oil companies with no green conditions attached.', 'We rebuild, but in a different direction\n\t\t\t\t', None, 'Such projects would create more jobs, with higher short-term growth and better long-term cost savings, than the status quo. “Currently, the UK directs €10.5bn (£9.2bn) in subsidies to fossil fuels. Reallocating this capital to jobs-rich renewable energy projects would be a win-win for the economy and environment,” says Brian O’Callaghan, an economist at the university’s Institute for New Economic Thinking.', 'Meanwhile, analysis by the Scotland Trade Union Congress claimed a £13bn investment from the Scottish government in clean infrastructure projects would create as many as 150,000 new jobs.', 'Out of a catastrophe that has cost lives and livelihoods across the world, is an opportunity to shift to a system that is more resilient, fair, and meets the needs of both citizens and the environment. With recent polls showing mounting public support for a rethink of government priorities, the remaining question about the vision for a greener economy may simply be: how soon can we get there?', None, None, None, 'Main image: Jenni Eramida', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/economics/build-back-better-economies-that-dont-cost-the-planet/
Bouncing forward: why the pandemic could make our communities stronger - Positive News,"['In our latest article about positive predictions for the new normal, we examine how people came together during the coronavirus crisis and how that can be carried forward into post-pandemic life', 'In our latest article about positive predictions for the new normal, we examine how people came together during the coronavirus crisis and how that can be carried forward into post-pandemic life', 'It looked like a war zone. Only without the bodies. Or the bombs. Just total emptiness. Empty streets, empty shopping centres, empty bus stops, empty everything. As the camera scans the deserted streets of the Upper Springfield neighbourhood of West Belfast, a narrator’s voice can be heard. This isn’t the apocalypse, the voice asserts; this is “a remarkable act of global solidarity”; this is “love in action.”', None, 'This Belfast neighbourhood is far from being an exception. Across the UK, the Covid-19 pandemic has ignited communities into action in a way not seen for generations. From businesses and community organisations through to Sunday league football teams and school-gate WhatsApp groups, people have been going the extra mile to support each other.', 'The Covid-created revival in community spirit marks a welcome turnaround from years of grim austerity and bitchy Brexit divisions. For many at the frontline of community work, however, this spirit of social solidarity has always been there.', None, 'What’s more, this community feeling isn’t just a nice to have; in many cases it’s been a lifeline. “Without that community connectivity and the big increase in volunteering that’s happened, the health and social care system wouldn’t have been able to cope with the pandemic,” argues Ruth Hannan of the RSA.', None, 'Community-owned businesses and local-level social enterprises have played a crucial role in the response, while the solidarity has been felt by local authorities, too. According to the New Local Government Network, a think tank, council leaders say community cohesion is at an all-time high.', 'According to Cately, those local authorities that had already established strong networks and partnerships with community groups and enterprises have “reaped the rewards” during the crisis. The question now is how to make sure that continues to flourish in the recovery?', 'We never come across a community that doesn’t have people willing and able to help local people\n\t\t\t\t', 'Fortunately, the appetite for change is there. Research from the charity Power to Change, which supports community businesses, shows that 68 per cent of UK adults don’t want to lose the renewed sense of community spirit and are pledging to do more in their local area when the crisis ends.', '“Once you’ve made the connections, you’re not going to unmake them,” Cately points out. If the UK is to build on the solidarity of recent months, a “new civic infrastructure” is needed, says Nick Gardham, chief executive of charity training organisation Community Organisers; one in which grassroots community groups and micro-enterprises play a key role.', 'According to Elly de Decker, National Lottery Community Fund’s director of grant making, some 38 per cent of the fund’s budget has been awarded to these smaller organisations and she anticipates a “critical role” for them moving forward.', '\xa0', '\n                            Communities have been a lifeline for many during the pandemic. Image: Andre Ouellet\n                    ', 'Likewise, Power to Change recommends giving such organisations a strategic role in planning for their area’s recovery and putting them in charge of budgets, as they are best placed to decide how public money will be most effectively spent.', None, 'Where there are examples of local authorities encouraging micro-enterprises to flourish, the results speak for themselves. In Somerset, for instance, deliberate support from the council has helped the number of micro enterprises providing social care in diverse ways to grow from 50 to 450 over five years. During the recent crisis, those groups have supported 11,000 people.', 'Community groups belong to the third sector, not the third class. For years, their actions have helped keep society from going under. Post-pandemic, their voices will be ever more vital in building it back up.', 'The crisis has highlighted three key areas where communities shine', 'Local knowledge', 'Understanding who needs what, and when, has allowed community groups to quickly provide the right help to people. In Worcestershire, for instance, the Bretforton Community Shop started a delivery service to keep up with the needs of vulnerable people locally.', 'Speedy organisation', 'Grassroots groups have been able to offer help more swiftly than public services. At Brighton’s community pub The Bevy, the team arranged hot-meal deliveries for the vulnerable older customers of their weekly lunch club within a week.', 'Lean and efficient', None, 'Main image: Neonbrand', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/society/bouncing-forward-why-the-pandemic-could-make-our-communities-stronger/
Bouncing forward: making positive predictions for the new normal - Positive News,"['Out of the damage caused by the coronavirus are opportunities for progress, from greener businesses to societies that take care of everyone, united communities to better work-life balance. Over the coming days, we’ll be making some hopeful predictions about our collective future', 'Out of the damage caused by the coronavirus are opportunities for progress, from greener businesses to societies that take care of everyone, united communities to better work-life balance. Over the coming days, we’ll be making some hopeful predictions about our collective future', 'We are moving into a new normal. But that doesn’t have to mean worse. Catastrophes of the kind that the coronavirus has brought are changemakers, for good and ill. Although the dark clouds typically come first, they’re followed by the silver linings – opportunities to create positive change from the ashes of disaster.', 'Among the damage that this pandemic has wrought, we are seeing communities collaborating to look after one another, businesses leading calls for a sustainable recovery and policymakers in more enlightened quarters prioritising green industries.', None, 'Ideas once considered radical are seeping into the mainstream\n\t\t\t\t', None, None, None, 'Image: Deniz Ir', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/society/positive-predictions-for-the-new-normal/
Bouncing forward: what does a society that takes care of everyone look like? - Positive News,"['The pandemic has brought ideas such as universal basic income into the mainstream, but how might they work in practice?  ', 'The pandemic has brought ideas such as universal basic income into the mainstream, but how might they work in practice?  ', None, 'Perhaps coincidentally, New Zealand is also one of a handful of Wellbeing Economy Governments – a group of countries that share expertise on how to put the health and wellbeing of people and the natural world alongside economic growth as the aim of policy making. Other members of the partnership include Scotland, Wales and Iceland.', 'Politicians making mental health a priority, or pushing access to parks as an important issue, may seem radically different to the status quo but unprecedented crises call for new solutions.', None, 'Speaking at a recent roundtable discussion, he added that many more countries are set to join the alliance. There’s public support, too: in the UK, a YouGov poll in May found that 60 per cent of respondents want the government to prioritise health and wellbeing of citizens ahead of economic growth after the pandemic has subsided.', 'What might that look like in practice? One idea that’s moving from fringes to the mainstream is universal basic income, whereby base payments are made to every citizen in the country, regardless of their employment or financial status. With governments covering the wages of millions of furloughed people, such a radical measure no longer seems out of reach.', 'In May, researchers at the University of Helsinki published a long-awaited report examining the results of a basic income trial in Finland. Running throughout 2017 and 2018, the study tracked 2,000 unemployed people aged 25-58 who received a basic income of €560 (£495) per month.', 'The results: the wellbeing of people receiving the basic income was better than those in the control group. A survey at the end of the study showed that the test group had fewer health problems, lower stress levels and could concentrate better. Some participants took the opportunity to spend more time caring for loved ones or volunteering.', None, 'Torry has the unenviable job of pouring through all the tax and welfare codes to simulate a hypothetical, revenue-neutral basic income that would be paid to everyone (some people would continue to receive existing benefits). The magic figure? £60 per week.', '“It’s not going to change people’s lives overnight,” he admits. The top earners probably wouldn’t be any better off because they would be paying more tax and the tax-free threshold would have to come down, he adds. But under his modelling, low-income households could benefit to the tune of several hundred pounds a month. He adds: “It’s a limited piece of utopia that would actually work. The real answer is that until we try it, we won’t know.”', 'It’s a limited piece of utopia that would actually work\n\t\t\t\t', None, 'The crisis has opened the door for other bold steps to help the most vulnerable in society, too. After an estimated 90 per cent of rough sleepers were housed in hotels or temporary accommodation during the lockdown, charities and campaigners have been putting pressure on government to seize the opportunity to keep people off the streets long-term.', 'Jeremy Gray, CEO of homelessness charity Evolve Housing, says the pandemic has shown what’s possible, “with a bit of will and money and people working together”. He highlights the government’s rough sleeping taskforce as a sign of positive change. Announced in May, the group is being led by Dame Louise Casey, who helped reduce rough sleeping by two thirds between 1999 and 2001. “It worked then and there’s no reason it can’t work again,” says Gray.', None, None, None, None, 'What does a society with wellbeing at its heart look like? Here are some examples of positive policy', 'Future generations ', None, 'Mental health ', 'The New Zealand government made improving the nation’s mental health a key spending priority in its first wellbeing budget, released in 2019. Some NZ$1.9bn (£960m) was allocated for mental health, including funding for new treatment facilities and for its Housing First programme to tackle homelessness.', 'Green spaces ', None, None, 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/society/what-does-a-society-that-takes-care-of-everyone-look-like/
Bouncing forward: why brands need to be more compassionate post-Covid - Positive News,"[""Brands serious about survival will require a 'social licence' to operate, says Jonathon Porritt, co-founder of Forum for the Future"", ""Brands serious about survival will require a 'social licence' to operate, says Jonathon Porritt, co-founder of Forum for the Future"", 'The moment is now for all companies to understand the non-negotiable imperatives that they face. Any company that’s serious about thriving in this new world has to have a ‘social license’ to operate; people have to feel it’s a good thing for that company to be active in our midst.', 'In the post-Covid world, companies have a fantastic opportunity to do more on the environment front. Big global companies, I think, will never go back to flying in the way they used to; they’ve realised you can achieve a massive amount digitally through new platforms.', 'UK-based companies also now have opportunities to reduce the degree to which people have to commute to get to work. [They can] work with their employees to reduce the wear and tear of travelling every day. Of course, not everybody can work from home. But for employers, being more flexible and finding the right balance is going to be crucial [as] that will have a dramatic impact on travel related costs, emissions and pollution.', 'Biodiversity is not really on the corporate agenda at the moment. We have to get companies to commit now to having their own biodiversity action plans – that’s the ask I would make of every company, big or small. I know this is a tough time to be making additional asks of companies because a lot are going to be hard pressed to find ways of thriving again, but we still have to attend to these basics, which I think is going to be critical.', None, None, ""Any company that’s serious about thriving in this new world has to have a 'social license' to operate\n\t\t\t\t"", 'Businesses have to rethink what social responsibility actually means. There should be a new understanding of the role business should play in making places more healthy, more resilient, more compassionate, more inclusive.', None, 'Hope in Hell: A Decade to Confront the Climate Emergency by Jonathon Porritt is out now (£16.99, Simon & Schuster)', 'Main image: Smartworks Coworking', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/perspective/companies-will-need-a-social-licence-post-covid/
Bouncing forward: could we find a better work-life balance after Covid-19? - Positive News,"['In the next in our series of positive predictions for the new normal, we take a look at the opportunities for slowing down and creating a work-life balance in our favour ', 'In the next in our series of positive predictions for the new normal, we take a look at the opportunities for slowing down and creating a work-life balance in our favour ', 'Lockdown has taught many employers a valuable lesson: staff don’t need to be in the office to get things done. As a result, some major companies have even told their employees already that there’s no need to come back to the office until 2021.', 'Why are companies so enamoured with working from home? They’re hoping it will make their staff happier, healthier and more productive. No longer having to commute saves the average UK worker 58.4 minutes of their day and £146 a month on travel costs.', 'As well as losing the stress of squishing into a packed train carriage for example, Sport England says 33 per cent of adults are now finding more time to exercise, boosting both their physical and mental health. For those not working in frontline jobs, coronavirus has forced a much-needed slow down, and many are finding their new work-life balance quite appealing.', 'In New Zealand, prime minister Jacinda Ardern has gone as far as suggesting a four-day working week, which she says would encourage domestic tourism while maintaining productivity at levels similar to before.', 'Already, people are showing signs of making big lifestyle changes. Data from June shows that Manhattan’s population has fallen by 20 per cent as its citizens opt to work from more rural settings. Some may never return; a recent survey found that 69 per cent of New Yorkers working in tech and finance would consider relocating if they were allowed to work from home permanently.', 'In the UK the trend is similar, with Rightmove saying that 51 per cent of enquiries from Londoners are for homes outside of the capital, up from 42 per cent last April. This population shift could reinvigorate local economies and reverse the ‘brain drain’ that currently sees 38 per cent of graduates from the country’s top universities move to London.', 'Meanwhile, more of us are getting on our bikes or taking long walks, and government plans to transform this pandemic safety measure into a long-term “golden age of cycling” are already underway.', 'In Manchester, the Levenshulme area is at the beginning of a transformation to become the city’s first ‘active neighbourhood’. To prioritise streets for walkers and cyclists instead of cars, among the ‘quick wins’ planned is the idea of parklets: turning car parking spaces into mini recreational spaces with benches, games or greenery.', 'People are trying new things, noticing differences at home, in their work and in their communities\n\t\t\t\t', 'Our eating habits look set to slow down, too. According to figures from the RSA, 38 per cent\u2028 of us began cooking from scratch more often under lockdown, and a third reported wasting less food.', 'Whether it’s a new-found hobby in baking bread, spending longer in the kitchen cooking dinner or finding alternatives to supermarkets, the pandemic has sparked a shift in our food systems.', '“This data shows there is a real appetite for change. People are trying new things and noticing differences, at home, in their work and in communities,” said Professor Tom MacMillan, lead researcher on the RSA’s Food, Farming and Countryside Commission.', None, None, 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/lifestyle/bouncing-forward-better-work-life-balance-after-covid-19/
Biotime: when deep nature connection becomes activism - Positive News - Positive News,"['Biotime, or biological time, runs at a very different pace and rhythm to human time. Tuning into this benefits the planet, and us, suggests Maddy Harland', 'Biotime, or biological time, runs at a very different pace and rhythm to human time. Tuning into this benefits the planet, and us, suggests Maddy Harland', 'A recently published WWF report warns humanity about an irreversible collapse, that the global vertebrate population has declined by 60 per cent since 1970. In just 60 years, we have decimated natural habitats that they depend on: grasslands, forests, waterways and oceans.', 'Charles Eisenstein speaks about a part of us withering when each species goes extinct and that we need to viscerally become aligned with Life. We are not separate and we are not in a dynamic of human v other, we are deeply interconnected. But how do we find a logical route that makes that interconnection viscerally real and experienced deep in our marrow? This cannot simply be an intellectual conceit.', 'Permaculture, a framework for creating ecologically harmonious, energy efficient, ethical and productive systems, uses nature as its guide. Permaculture has derived a set of principles to do this and one of its core practices is observation. Before we design and implement anything, we need to make time to observe. A dimension of observation is an understanding and immersion in ‘biotime’ – biological time.', 'Biotime runs at a very different pace and rhythm to human clock time. It involves the regular recording of events in the natural world. These can be as varied as the day the first spring bulb opens, the first autumn frost or the sighting of an unusual species of bird or insect in your local habitat. These occurrences can be part of a larger natural rhythm, like the turning of the seasons, or an indicator of slow changes in an ecosystem, like unusual weather patterns or an increase of average temperatures. This helps gardeners, farmers and nature watchers hone their observational skills.', 'Events can be as varied as the day the first spring bulb opens or the first autumn frost\n\t\t\t\t', 'We can also reflect on our own biological rhythms relating to the waxing and waning of the moon and the seasons and beyond.', 'The practice of sitting every day in the same place and widening our gaze, refining our listening skills, becoming aware of sound, smells, sights, and the ‘feeling’ of a place, engages our five senses and expands us into a 360-degree experience. We literally, with our senses, become engaged, expanded and more present.', '\n                            Observing ‘biotime’ can have physical and mental health benefits, research suggests. Image: allefvinicius\n                    ', 'This special place doesn’t need to be deep in the countryside. Better that it is on your back doorstep or your local urban park and while doing this can make us good naturalists and ecologists, it also has other effects. There is evidence that exposure to nature can reduce hypertension (abnormally high blood pressure), respiratory tract and cardiovascular illnesses; improve vitality and mood; benefit issues of mental wellbeing such as anxiety; and restore attention capacity and mental fatigue.', 'Feeling a part of nature has been shown to significantly correlate with life satisfaction, vitality, meaningfulness, happiness, mindfulness, and lower cognitive anxiety. “When a person becomes connected to themself, to other people and to Nature, they become the greatest version of themselves,” as Jon Young from the 8 Shields Institute puts it.', 'The story of the day', 'After a daily biotime meditation in your regular spot, it is important to ‘tell the story of the day’. Start to record your experiences in a biotime ‘log’. Like a ship’s log, this is not a journal or diary. You can get a robust notebook and make one yourself. Date a half page without a year or weekday, only the numerical day and month. Then fill in the year and beside, write your entry / observation. Year-on-year this enables you to refer back and begin to see emerging patterns in the events around you. It also allows you to identify the unusual phenomena like an early flowering of a plant weeks before it usually blooms or unusual constellations and alignments.', 'To encourage the keeping of such a log I have also produced a ready made biotime log beautifully illustrated by artist Jane Bottomley to help anyone create a fascinating record of their local environment and its rhythms and mysteries.', 'Feeling a part of nature has been shown to significantly correlate with life satisfaction, vitality, meaningfulness, happiness and mindfulness\n\t\t\t\t', 'Like Jon Young, I believe that nature connection connects us to ourselves, to others and to the ‘more than human world’. It makes us more present, conscious, and alive and so that we become the greatest version of ourselves. It is a way of personal empowerment and engagement. Never has there been a time when we need more engaged, empowered and present people.', None, None, 'Featured image: Viktor Vasicsek', 'Get Positive News stories in your inbox each week', None]",https://www.positive.news/environment/biotime-when-deep-nature-connection-becomes-activism/
